Date,Price,Open,High,Low,Vol.,Change %
2020-01-27,0.005747,0.00574,0.005888,0.005645,541.74M,0.30%
2020-01-28,0.005808,0.005744,0.005882,0.005744,648.71M,1.06%
2020-01-29,0.005733,0.005799,0.005879,0.005678,612.62M,-1.29%
2020-01-30,0.005683,0.00573,0.005811,0.005658,786.89M,-0.87%
2020-01-31,0.005766,0.005687,0.005827,0.005501,886.24M,1.46%
2020-02-01,0.005995,0.005777,0.006164,0.005773,1.33B,3.97%
2020-02-02,0.006241,0.005996,0.006442,0.00585,1.14B,4.10%
2020-02-03,0.006307,0.006229,0.006398,0.0061,746.96M,1.06%
2020-02-04,0.006532,0.006303,0.006629,0.006228,1.29B,3.57%
2020-02-05,0.006472,0.006527,0.006662,0.006354,1.13B,-0.92%
2020-02-06,0.0068,0.006473,0.006943,0.00639,1.10B,5.07%
2020-02-07,0.00682,0.006803,0.006969,0.006657,1.04B,0.29%
2020-02-08,0.006669,0.006817,0.006824,0.006498,866.02M,-2.21%
2020-02-09,0.006823,0.006674,0.006877,0.006657,616.88M,2.31%
2020-02-10,0.00651,0.006825,0.006881,0.006371,1.11B,-4.59%
2020-02-11,0.007485,0.00651,0.007498,0.006383,1.75B,14.98%
2020-02-12,0.00747,0.007505,0.007911,0.00738,2.08B,-0.20%
2020-02-13,0.00806,0.007466,0.008178,0.007445,2.32B,7.90%
2020-02-14,0.008303,0.00807,0.008395,0.0076,1.58B,3.01%
2020-02-15,0.007464,0.008329,0.008435,0.007272,1.88B,-10.10%
2020-02-16,0.007096,0.007469,0.007675,0.006567,2.01B,-4.93%
2020-02-17,0.006747,0.007078,0.007136,0.006275,1.91B,-4.92%
2020-02-18,0.007055,0.006772,0.007245,0.006618,1.46B,4.56%
2020-02-19,0.006485,0.007058,0.007174,0.006326,1.01B,-8.08%
2020-02-20,0.006486,0.006468,0.006574,0.006369,1.12B,0.02%
2020-02-21,0.006634,0.006496,0.006831,0.006448,803.80M,2.28%
2020-02-22,0.006598,0.006633,0.00667,0.00644,495.60M,-0.54%
2020-02-23,0.006979,0.00659,0.006979,0.006589,465.36M,5.77%
2020-02-24,0.006713,0.006958,0.007284,0.006653,1.36B,-3.81%
2020-02-25,0.006208,0.006715,0.006718,0.006149,1.22B,-7.52%
2020-02-26,0.005558,0.006208,0.006272,0.005353,2.17B,-10.47%
2020-02-27,0.005804,0.005553,0.005947,0.005214,1.93B,4.43%
2020-02-28,0.005754,0.005811,0.005915,0.005355,1.15B,-0.86%
2020-02-29,0.005617,0.00575,0.005888,0.005617,589.68M,-2.38%
2020-03-01,0.005429,0.005616,0.005779,0.005341,905.02M,-3.35%
2020-03-02,0.005829,0.005406,0.00586,0.005391,781.71M,7.37%
2020-03-03,0.005777,0.005838,0.005855,0.005626,621.32M,-0.89%
2020-03-04,0.006039,0.005773,0.006146,0.005734,874.42M,4.54%
2020-03-05,0.006128,0.006035,0.006316,0.006035,711.80M,1.47%
2020-03-06,0.006142,0.006125,0.006192,0.005979,594.94M,0.23%
2020-03-07,0.005792,0.006139,0.00618,0.005673,878.72M,-5.70%
2020-03-08,0.004699,0.005766,0.005788,0.004673,1.68B,-18.87%
2020-03-09,0.004675,0.004703,0.004879,0.004378,3.02B,-0.51%
2020-03-10,0.004687,0.004685,0.004933,0.004573,1.79B,0.26%
2020-03-11,0.004459,0.004694,0.004751,0.004114,1.57B,-4.86%
2020-03-12,0.002285,0.004465,0.004495,0.00217,4.69B,-48.76%
2020-03-13,0.002821,0.002272,0.003088,0.00157,5.33B,23.46%
2020-03-14,0.002545,0.002803,0.002833,0.002486,2.17B,-9.78%
2020-03-15,0.002524,0.002556,0.002807,0.002436,2.23B,-0.83%
2020-03-16,0.00226,0.00252,0.00253,0.001959,4.29B,-10.46%
2020-03-17,0.002474,0.002265,0.002566,0.002208,2.51B,9.47%
2020-03-18,0.002538,0.002484,0.002542,0.002292,1.44B,2.59%
2020-03-19,0.002907,0.002548,0.003047,0.002534,2.11B,14.54%
2020-03-20,0.002849,0.002913,0.003127,0.00264,2.62B,-2.00%
2020-03-21,0.002897,0.002846,0.002987,0.002676,1.62B,1.68%
2020-03-22,0.00261,0.002881,0.00304,0.002584,1.51B,-9.91%
2020-03-23,0.002852,0.002585,0.00292,0.002555,1.98B,9.27%
2020-03-24,0.00306,0.00287,0.003085,0.002827,1.63B,7.29%
2020-03-25,0.003056,0.00304,0.003209,0.00295,1.64B,-0.13%
2020-03-26,0.003082,0.003077,0.003107,0.003001,1.04B,0.85%
2020-03-27,0.003,0.003077,0.003514,0.002993,2.78B,-2.66%
2020-03-28,0.002969,0.002978,0.003034,0.00285,1.57B,-1.03%
2020-03-29,0.002729,0.002968,0.00298,0.002713,995.47M,-8.08%
2020-03-30,0.002934,0.002726,0.003037,0.002707,1.62B,7.51%
2020-03-31,0.003108,0.002933,0.003279,0.00292,1.96B,5.93%
2020-04-01,0.003153,0.003108,0.003171,0.002953,1.36B,1.45%
2020-04-02,0.003228,0.003176,0.003433,0.003104,1.79B,2.38%
2020-04-03,0.00326,0.003226,0.003292,0.003172,1.15B,0.99%
2020-04-04,0.003245,0.00326,0.003293,0.003183,1.27B,-0.46%
2020-04-05,0.003233,0.00325,0.003275,0.003169,611.46M,-0.37%
2020-04-06,0.003644,0.00323,0.003671,0.00323,1.84B,12.71%
2020-04-07,0.00387,0.003643,0.004468,0.003568,4.58B,6.20%
2020-04-08,0.003977,0.003868,0.004038,0.003808,1.85B,2.76%
2020-04-09,0.003866,0.003978,0.004004,0.003793,1.12B,-2.79%
2020-04-10,0.003609,0.003867,0.003867,0.003475,1.62B,-6.65%
2020-04-11,0.00368,0.003611,0.003749,0.003555,1.11B,1.97%
2020-04-12,0.003685,0.003679,0.003839,0.003566,912.61M,0.14%
2020-04-13,0.003609,0.003672,0.003672,0.003449,1.22B,-2.06%
2020-04-14,0.003666,0.003611,0.003759,0.003539,1.00B,1.58%
2020-04-15,0.003658,0.003667,0.003854,0.003582,1.46B,-0.22%
2020-04-16,0.003828,0.003642,0.00389,0.003512,1.93B,4.65%
2020-04-17,0.003783,0.003826,0.003876,0.003744,766.64M,-1.18%
2020-04-18,0.003968,0.003786,0.004019,0.003786,781.81M,4.89%
2020-04-19,0.003904,0.003971,0.004021,0.003827,924.06M,-1.61%
2020-04-20,0.003645,0.003904,0.004022,0.003591,1.63B,-6.63%
2020-04-21,0.003677,0.003631,0.003773,0.003627,1.16B,0.88%
2020-04-22,0.003894,0.00367,0.003941,0.003663,998.59M,5.90%
2020-04-23,0.003952,0.003898,0.004095,0.003779,1.58B,1.49%
2020-04-24,0.004082,0.003953,0.004148,0.003932,1.32B,3.29%
2020-04-25,0.004216,0.004085,0.0043,0.004023,1.55B,3.28%
2020-04-26,0.004471,0.00421,0.004525,0.004167,1.70B,6.05%
2020-04-27,0.004356,0.004481,0.00453,0.00425,1.43B,-2.57%
2020-04-28,0.0043,0.004356,0.004451,0.004287,876.07M,-1.29%
2020-04-29,0.004761,0.004286,0.004859,0.004279,2.71B,10.72%
2020-04-30,0.004355,0.004766,0.004843,0.00423,2.85B,-8.53%
2020-05-01,0.004436,0.004359,0.004649,0.004359,1.57B,1.86%
2020-05-02,0.004514,0.004436,0.004538,0.0044,850.69M,1.76%
2020-05-03,0.004333,0.004515,0.004597,0.00426,1.38B,-4.01%
2020-05-04,0.004447,0.004327,0.004614,0.004053,2.55B,2.63%
2020-05-05,0.00442,0.00445,0.004478,0.004228,1.54B,-0.61%
2020-05-06,0.004243,0.004425,0.004515,0.004233,1.95B,-4.00%
2020-05-07,0.004508,0.004242,0.004569,0.004216,2.07B,6.25%
2020-05-08,0.004779,0.004516,0.004859,0.004511,1.99B,6.01%
2020-05-09,0.004546,0.004781,0.00495,0.004544,1.58B,-4.88%
2020-05-10,0.004177,0.004545,0.004554,0.003776,2.86B,-8.12%
2020-05-11,0.004107,0.004166,0.004252,0.003886,2.09B,-1.68%
2020-05-12,0.004244,0.004103,0.004286,0.004017,1.62B,3.34%
2020-05-13,0.004459,0.00424,0.004529,0.004179,1.12B,5.07%
2020-05-14,0.004494,0.004468,0.004553,0.004384,1.53B,0.78%
2020-05-15,0.004377,0.004498,0.004554,0.004357,1.12B,-2.60%
2020-05-16,0.004452,0.004377,0.004486,0.004358,1.03B,1.71%
2020-05-17,0.004426,0.004448,0.00458,0.004401,946.78M,-0.58%
2020-05-18,0.004487,0.004428,0.004631,0.004415,1.28B,1.38%
2020-05-19,0.004534,0.004487,0.004541,0.004378,1.15B,1.05%
2020-05-20,0.004525,0.004516,0.004645,0.00438,1.22B,-0.20%
2020-05-21,0.004237,0.004514,0.004567,0.004097,1.39B,-6.36%
2020-05-22,0.004641,0.004226,0.00475,0.004182,1.99B,9.54%
2020-05-23,0.004609,0.004641,0.004785,0.004529,1.20B,-0.69%
2020-05-24,0.004471,0.004609,0.0048,0.004471,1.40B,-2.99%
2020-05-25,0.005064,0.00445,0.005121,0.004407,3.06B,13.26%
2020-05-26,0.004872,0.00507,0.005087,0.0047,2.13B,-3.79%
2020-05-27,0.004896,0.004871,0.004998,0.004789,1.48B,0.49%
2020-05-28,0.005509,0.004896,0.00555,0.004877,2.94B,12.52%
2020-05-29,0.005547,0.005516,0.00563,0.005301,2.01B,0.69%
2020-05-30,0.006226,0.005564,0.006248,0.005509,2.48B,12.24%
2020-05-31,0.00624,0.006219,0.006936,0.006026,4.15B,0.22%
2020-06-01,0.006657,0.006216,0.006869,0.0062,2.92B,6.68%
2020-06-02,0.007249,0.006662,0.007732,0.006542,5.67B,8.89%
2020-06-03,0.007099,0.007256,0.007492,0.00684,3.07B,-2.07%
2020-06-04,0.006732,0.007108,0.007239,0.006594,2.06B,-5.17%
2020-06-05,0.006704,0.006732,0.007046,0.00666,1.47B,-0.42%
2020-06-06,0.007313,0.006697,0.007359,0.006603,1.90B,9.08%
2020-06-07,0.00724,0.007301,0.007434,0.00692,1.84B,-1.00%
2020-06-08,0.007784,0.007253,0.007807,0.007166,1.87B,7.51%
2020-06-09,0.008181,0.007785,0.00828,0.007601,2.08B,5.10%
2020-06-10,0.009009,0.008187,0.009083,0.0079,4.45B,10.12%
2020-06-11,0.008762,0.009019,0.01053,0.008709,11.48B,-2.74%
2020-06-12,0.00971,0.008716,0.009906,0.008653,4.93B,10.82%
2020-06-13,0.009597,0.009701,0.009855,0.009282,2.27B,-1.16%
2020-06-14,0.00864,0.009617,0.009617,0.00846,3.45B,-9.97%
2020-06-15,0.009037,0.008637,0.00924,0.007708,5.37B,4.59%
2020-06-16,0.009066,0.009001,0.009408,0.008803,3.04B,0.32%
2020-06-17,0.009012,0.009078,0.00923,0.008669,2.42B,-0.60%
2020-06-18,0.008667,0.009023,0.009038,0.008413,1.69B,-3.83%
2020-06-19,0.00838,0.00866,0.008701,0.008323,1.53B,-3.31%
2020-06-20,0.008303,0.008379,0.00846,0.0081,1.21B,-0.92%
2020-06-21,0.008626,0.0083,0.008852,0.008294,1.68B,3.89%
2020-06-22,0.009281,0.008613,0.009422,0.008585,2.16B,7.59%
2020-06-23,0.008903,0.009302,0.009365,0.008866,1.75B,-4.07%
2020-06-24,0.008987,0.008901,0.009266,0.008679,1.92B,0.94%
2020-06-25,0.008882,0.008996,0.009187,0.008612,1.72B,-1.17%
2020-06-26,0.008946,0.008877,0.009025,0.008762,1.24B,0.72%
2020-06-27,0.008618,0.008949,0.009166,0.008307,1.71B,-3.67%
2020-06-28,0.008693,0.008608,0.008807,0.008416,1.15B,0.87%
2020-06-29,0.008689,0.00869,0.008853,0.008465,1.29B,-0.05%
2020-06-30,0.008834,0.008686,0.008863,0.008585,871.42M,1.67%
2020-07-01,0.009434,0.008844,0.009501,0.00868,2.06B,6.79%
2020-07-02,0.009556,0.009432,0.00976,0.009153,2.79B,1.29%
2020-07-03,0.010235,0.009574,0.010475,0.009504,3.41B,7.11%
2020-07-04,0.01253,0.010216,0.012992,0.010167,5.50B,22.42%
2020-07-05,0.01433,0.012502,0.016436,0.011933,12.84B,14.37%
2020-07-06,0.014427,0.014307,0.015259,0.014307,6.49B,0.68%
2020-07-07,0.01733,0.014422,0.01733,0.014422,4.70B,20.12%
2020-07-08,0.019975,0.017319,0.020203,0.01728,10.98B,15.26%
2020-07-09,0.018236,0.01991,0.01991,0.017798,6.99B,-8.71%
2020-07-10,0.01713,0.018229,0.018876,0.015336,8.67B,-6.06%
2020-07-11,0.018534,0.017119,0.018602,0.016856,4.03B,8.20%
2020-07-12,0.018155,0.018502,0.018502,0.01769,2.35B,-2.04%
2020-07-13,0.018459,0.018175,0.019375,0.018175,4.26B,1.67%
2020-07-14,0.018442,0.018461,0.018649,0.017553,2.20B,-0.09%
2020-07-15,0.018989,0.018471,0.019367,0.018471,2.72B,2.97%
2020-07-16,0.018048,0.019015,0.019208,0.017844,2.44B,-4.96%
2020-07-17,0.018215,0.018045,0.018865,0.018045,1.62B,0.93%
2020-07-18,0.018182,0.018211,0.018516,0.018165,935.80M,-0.18%
2020-07-19,0.018021,0.018162,0.018283,0.017698,1.30B,-0.89%
2020-07-20,0.016085,0.018047,0.018047,0.016085,2.51B,-10.74%
2020-07-21,0.017488,0.016074,0.017635,0.016074,3.25B,8.72%
2020-07-22,0.017468,0.0175,0.017675,0.017112,1.24B,-0.11%
2020-07-23,0.017392,0.017479,0.017701,0.017335,1.03B,-0.44%
2020-07-24,0.016995,0.017373,0.017373,0.016992,895.86M,-2.28%
2020-07-25,0.018218,0.016983,0.018218,0.016983,1.65B,7.20%
2020-07-26,0.017563,0.018212,0.01838,0.017502,1.30B,-3.60%
2020-07-27,0.015634,0.017554,0.017554,0.015405,3.60B,-10.98%
2020-07-28,0.015986,0.015647,0.016221,0.015646,1.99B,2.25%
2020-07-29,0.015595,0.01598,0.016288,0.015435,1.54B,-2.45%
2020-07-30,0.017315,0.015429,0.017501,0.015429,2.56B,11.03%
2020-07-31,0.017204,0.017366,0.017739,0.017204,3.06B,-0.64%
2020-08-01,0.017321,0.017252,0.017349,0.016911,1.92B,0.68%
2020-08-02,0.016199,0.017335,0.017335,0.015964,2.26B,-6.48%
2020-08-03,0.016684,0.016208,0.016684,0.016208,953.94M,2.99%
2020-08-04,0.018717,0.0167,0.018717,0.0167,2.36B,12.19%
2020-08-05,0.018793,0.01873,0.01917,0.018048,2.72B,0.41%
2020-08-06,0.019722,0.01873,0.019914,0.01873,2.66B,4.94%
2020-08-07,0.018671,0.019715,0.01999,0.018576,2.36B,-5.33%
2020-08-08,0.020818,0.01867,0.020842,0.01867,2.06B,11.50%
2020-08-09,0.02192,0.020819,0.022401,0.020528,2.78B,5.29%
2020-08-10,0.021429,0.021935,0.021935,0.020948,2.37B,-2.24%
2020-08-11,0.019971,0.021424,0.021619,0.019513,2.14B,-6.80%
2020-08-12,0.020427,0.019926,0.02054,0.019184,1.71B,2.28%
2020-08-13,0.019598,0.020449,0.020449,0.019407,1.76B,-4.06%
2020-08-14,0.020507,0.019643,0.02064,0.019643,1.41B,4.64%
2020-08-15,0.019545,0.020513,0.020513,0.019545,1.18B,-4.69%
2020-08-16,0.019842,0.019534,0.019842,0.019272,1.11B,1.52%
2020-08-17,0.02002,0.01984,0.020602,0.019584,1.92B,0.90%
2020-08-18,0.019113,0.020064,0.020064,0.01895,1.66B,-4.53%
2020-08-19,0.017845,0.01911,0.019326,0.017562,2.33B,-6.63%
2020-08-20,0.019388,0.017848,0.019388,0.017848,1.53B,8.65%
2020-08-21,0.017943,0.019384,0.019661,0.017943,1.78B,-7.45%
2020-08-22,0.018177,0.017949,0.018229,0.017568,1.12B,1.30%
2020-08-23,0.01789,0.018177,0.018186,0.01787,643.76M,-1.58%
2020-08-24,0.01817,0.0179,0.018482,0.017717,678.64M,1.57%
2020-08-25,0.016883,0.018157,0.018157,0.016382,1.28B,-7.08%
2020-08-26,0.017109,0.01688,0.017373,0.016734,1.01B,1.34%
2020-08-27,0.015935,0.017113,0.0172,0.015653,1.24B,-6.86%
2020-08-28,0.016317,0.015943,0.016625,0.015943,793.83M,2.40%
2020-08-29,0.016795,0.016318,0.017169,0.016143,954.29M,2.93%
2020-08-30,0.017126,0.016743,0.017372,0.016743,1.16B,1.97%
2020-08-31,0.017399,0.017113,0.01863,0.017113,2.63B,1.59%
2020-09-01,0.016994,0.017371,0.017576,0.016786,1.60B,-2.33%
2020-09-02,0.015988,0.01699,0.016995,0.015724,1.53B,-5.92%
2020-09-03,0.012353,0.015965,0.016664,0.012353,3.42B,-22.74%
2020-09-04,0.014249,0.012364,0.0145,0.012364,4.66B,15.35%
2020-09-05,0.012092,0.014305,0.014497,0.011844,4.18B,-15.14%
2020-09-06,0.012354,0.012071,0.01277,0.011439,2.67B,2.17%
2020-09-07,0.0122,0.012368,0.012393,0.011082,2.72B,-1.25%
2020-09-08,0.012118,0.012218,0.01312,0.012034,2.91B,-0.67%
2020-09-09,0.012835,0.01212,0.012979,0.01172,1.96B,5.92%
2020-09-10,0.013,0.012831,0.013419,0.012831,1.79B,1.29%
2020-09-11,0.013243,0.012986,0.01327,0.012619,1.34B,1.87%
2020-09-12,0.013425,0.013247,0.013425,0.013068,966.87M,1.37%
2020-09-13,0.012808,0.013433,0.013752,0.012457,1.71B,-4.60%
2020-09-14,0.012842,0.012775,0.013083,0.012575,1.25B,0.27%
2020-09-15,0.012569,0.012852,0.013362,0.012569,1.43B,-2.13%
2020-09-16,0.012444,0.012564,0.012564,0.012205,1.44B,-0.99%
2020-09-17,0.013509,0.012428,0.01351,0.012428,1.73B,8.56%
2020-09-18,0.01443,0.013514,0.014827,0.013486,2.60B,6.82%
2020-09-19,0.01527,0.014367,0.01527,0.013942,1.66B,5.82%
2020-09-20,0.014466,0.01525,0.01564,0.014235,1.62B,-5.27%
2020-09-21,0.012601,0.014439,0.01475,0.012554,2.80B,-12.89%
2020-09-22,0.012347,0.012618,0.012863,0.012347,1.53B,-2.02%
2020-09-23,0.011359,0.012326,0.012326,0.011351,2.29B,-8.00%
2020-09-24,0.012385,0.011381,0.012429,0.011381,1.40B,9.03%
2020-09-25,0.012909,0.012378,0.013147,0.011894,1.95B,4.23%
2020-09-26,0.012844,0.012899,0.013163,0.012534,1.12B,-0.50%
2020-09-27,0.012741,0.012845,0.01298,0.012407,970.89M,-0.80%
2020-09-28,0.012789,0.01276,0.01332,0.01276,1.71B,0.38%
2020-09-29,0.013169,0.012762,0.013169,0.01249,1.61B,2.97%
2020-09-30,0.013531,0.013183,0.013531,0.012819,1.41B,2.75%
2020-10-01,0.012738,0.013537,0.013547,0.012679,1.31B,-5.86%
2020-10-02,0.01186,0.012695,0.012777,0.01186,1.80B,-6.89%
2020-10-03,0.011732,0.011865,0.012109,0.011732,868.80M,-1.08%
2020-10-04,0.011661,0.01173,0.011815,0.011498,1.02B,-0.61%
2020-10-05,0.011383,0.011649,0.011863,0.011301,1.13B,-2.38%
2020-10-06,0.010112,0.011372,0.011372,0.010112,2.08B,-11.17%
2020-10-07,0.011249,0.010109,0.011249,0.010005,2.22B,11.24%
2020-10-08,0.011009,0.011227,0.011325,0.010753,2.08B,-2.13%
2020-10-09,0.01147,0.010986,0.011683,0.010955,1.65B,4.19%
2020-10-10,0.0114,0.01148,0.011933,0.0114,1.48B,-0.61%
2020-10-11,0.011435,0.011395,0.011639,0.011395,1.15B,0.31%
2020-10-12,0.011386,0.011427,0.011763,0.011059,1.79B,-0.43%
2020-10-13,0.011482,0.01138,0.01168,0.01138,1.12B,0.84%
2020-10-14,0.011133,0.011501,0.011501,0.010823,1.30B,-3.04%
2020-10-15,0.010963,0.011135,0.011167,0.010874,793.47M,-1.53%
2020-10-16,0.010582,0.010956,0.011027,0.01056,874.72M,-3.48%
2020-10-17,0.010988,0.010591,0.010988,0.010591,611.66M,3.84%
2020-10-18,0.011632,0.010985,0.011693,0.010985,944.45M,5.86%
2020-10-19,0.011394,0.011651,0.011651,0.011369,804.93M,-2.05%
2020-10-20,0.010781,0.011388,0.011388,0.010778,823.41M,-5.38%
2020-10-21,0.011354,0.010774,0.011445,0.010774,991.61M,5.31%
2020-10-22,0.012155,0.01133,0.012367,0.011221,1.58B,7.05%
2020-10-23,0.012218,0.012142,0.012467,0.011856,1.26B,0.52%
2020-10-24,0.012282,0.01223,0.012335,0.012084,682.13M,0.52%
2020-10-25,0.011778,0.012272,0.012397,0.011778,777.47M,-4.10%
2020-10-26,0.011373,0.01179,0.011909,0.011223,963.28M,-3.44%
2020-10-27,0.011377,0.011368,0.011585,0.011248,1.09B,0.04%
2020-10-28,0.010642,0.01137,0.01137,0.010642,1.10B,-6.46%
2020-10-29,0.010193,0.01064,0.010817,0.010193,1.04B,-4.22%
2020-10-30,0.010079,0.010175,0.01018,0.009703,1.21B,-1.12%
2020-10-31,0.009875,0.01008,0.010309,0.009875,670.30M,-2.02%
2020-11-01,0.010498,0.009882,0.010498,0.009882,840.80M,6.31%
2020-11-02,0.010055,0.010505,0.010577,0.010055,674.24M,-4.22%
2020-11-03,0.009246,0.01005,0.010089,0.009246,1.21B,-8.05%
2020-11-04,0.009395,0.009233,0.009405,0.008942,2.78B,1.61%
2020-11-05,0.009714,0.009407,0.00987,0.009266,1.56B,3.40%
2020-11-06,0.011181,0.009727,0.011181,0.009727,1.82B,15.10%
2020-11-07,0.010383,0.01124,0.011939,0.010383,2.72B,-7.14%
2020-11-08,0.011125,0.010334,0.011309,0.010334,1.11B,7.15%
2020-11-09,0.01103,0.011109,0.011232,0.010675,1.36B,-0.85%
2020-11-10,0.011584,0.011039,0.01173,0.010958,1.45B,5.02%
2020-11-11,0.01134,0.011543,0.011795,0.01134,1.03B,-2.11%
2020-11-12,0.01065,0.011334,0.011463,0.01065,1.12B,-6.08%
2020-11-13,0.011809,0.010644,0.011809,0.010577,1.66B,10.88%
2020-11-14,0.011253,0.011814,0.011814,0.011042,1.07B,-4.71%
2020-11-15,0.011039,0.01125,0.01149,0.01085,672.47M,-1.90%
2020-11-16,0.011336,0.01098,0.011336,0.01098,680.96M,2.69%
2020-11-17,0.012345,0.011326,0.012345,0.011326,1.70B,8.90%
2020-11-18,0.011777,0.012346,0.012346,0.011515,1.29B,-4.60%
2020-11-19,0.011508,0.0118,0.0118,0.011307,859.67M,-2.28%
2020-11-20,0.012049,0.011501,0.012049,0.011501,969.64M,4.70%
2020-11-21,0.014427,0.012068,0.014427,0.011933,2.90B,19.74%
2020-11-22,0.01391,0.014421,0.014421,0.013279,2.30B,-3.58%
2020-11-23,0.016026,0.013921,0.016121,0.013869,2.87B,15.21%
2020-11-24,0.016144,0.016031,0.016693,0.015251,3.41B,0.74%
2020-11-25,0.016615,0.016158,0.018349,0.016158,4.11B,2.92%
2020-11-26,0.014612,0.016459,0.01673,0.013443,4.40B,-12.06%
2020-11-27,0.014511,0.014628,0.015022,0.014005,2.05B,-0.69%
2020-11-28,0.01535,0.014498,0.015898,0.014216,1.67B,5.78%
2020-11-29,0.015131,0.015353,0.015727,0.014924,1.26B,-1.43%
2020-11-30,0.015982,0.015178,0.015982,0.015178,1.69B,5.62%
2020-12-01,0.014715,0.015973,0.016319,0.014715,1.47B,-7.93%
2020-12-02,0.016402,0.014737,0.016713,0.014736,1.58B,11.46%
2020-12-03,0.017397,0.016417,0.017577,0.016172,2.01B,6.07%
2020-12-04,0.015678,0.017364,0.017364,0.015678,1.36B,-9.88%
2020-12-05,0.017496,0.015676,0.017496,0.015676,1.33B,11.60%
2020-12-06,0.017134,0.017466,0.017466,0.016656,913.46M,-2.07%
2020-12-07,0.018123,0.017209,0.018252,0.016754,1.92B,5.77%
2020-12-08,0.016384,0.01815,0.01815,0.016349,1.79B,-9.60%
2020-12-09,0.016779,0.016315,0.016897,0.015863,1.62B,2.41%
2020-12-10,0.015937,0.016859,0.016859,0.015937,804.34M,-5.02%
2020-12-11,0.015562,0.016013,0.016013,0.015206,1.01B,-2.35%
2020-12-12,0.01648,0.015558,0.016645,0.015558,784.23M,5.90%
2020-12-13,0.016461,0.016489,0.016937,0.016337,782.99M,-0.12%
2020-12-14,0.016368,0.016434,0.016554,0.01613,576.65M,-0.56%
2020-12-15,0.016503,0.016389,0.016787,0.016086,733.55M,0.82%
2020-12-16,0.017296,0.016523,0.017296,0.016344,1.20B,4.81%
2020-12-17,0.01709,0.017296,0.017613,0.016911,1.85B,-1.19%
2020-12-18,0.017424,0.017092,0.017427,0.016879,912.33M,1.95%
2020-12-19,0.017382,0.017408,0.017688,0.017245,1.09B,-0.24%
2020-12-20,0.016334,0.017339,0.017339,0.016282,1.31B,-6.03%
2020-12-21,0.01552,0.016266,0.016381,0.01522,1.07B,-4.98%
2020-12-22,0.015882,0.01552,0.01604,0.015364,955.11M,2.33%
2020-12-23,0.013277,0.015889,0.016017,0.013277,2.01B,-16.40%
2020-12-24,0.014894,0.013236,0.014894,0.012758,1.80B,12.18%
2020-12-25,0.014598,0.014922,0.014994,0.014551,969.91M,-1.99%
2020-12-26,0.016456,0.014597,0.016858,0.013908,2.25B,12.73%
2020-12-27,0.016549,0.016528,0.01762,0.016449,3.92B,0.57%
2020-12-28,0.020129,0.016617,0.020129,0.016564,3.59B,21.63%
2020-12-29,0.021127,0.020387,0.021127,0.018715,4.78B,4.96%
2020-12-30,0.020254,0.021234,0.021234,0.019406,2.10B,-4.13%
2020-12-31,0.01875,0.020289,0.020289,0.018488,1.43B,-7.43%
2021-01-01,0.019049,0.018768,0.019772,0.018646,1.65B,1.59%
2021-01-02,0.019993,0.019053,0.020967,0.018918,2.23B,4.96%
2021-01-03,0.026144,0.020011,0.026144,0.020011,6.15B,30.77%
2021-01-04,0.024637,0.026417,0.026481,0.022688,4.73B,-5.76%
2021-01-05,0.0279,0.024735,0.028202,0.023846,4.20B,13.24%
2021-01-06,0.030801,0.027972,0.031012,0.027972,4.68B,10.40%
2021-01-07,0.028603,0.030885,0.031154,0.028603,3.07B,-7.14%
2021-01-08,0.027262,0.028738,0.028738,0.026595,3.05B,-4.69%
2021-01-09,0.028861,0.027367,0.02912,0.026414,2.12B,5.87%
2021-01-10,0.027139,0.028991,0.029284,0.025082,3.05B,-5.97%
2021-01-11,0.024323,0.027113,0.027113,0.019828,4.71B,-10.38%
2021-01-12,0.022839,0.024276,0.025554,0.022387,2.89B,-6.10%
2021-01-13,0.026095,0.022969,0.026095,0.022818,2.01B,14.26%
2021-01-14,0.025786,0.026085,0.026295,0.025261,1.80B,-1.18%
2021-01-15,0.025339,0.02575,0.026216,0.024521,2.46B,-1.73%
2021-01-16,0.02688,0.025341,0.028147,0.025341,2.65B,6.08%
2021-01-17,0.027188,0.026842,0.027641,0.025504,2.01B,1.15%
2021-01-18,0.030769,0.027286,0.030769,0.02663,2.65B,13.17%
2021-01-19,0.029122,0.03087,0.03087,0.029115,2.01B,-5.35%
2021-01-20,0.034628,0.028984,0.034628,0.028984,5.31B,18.91%
2021-01-21,0.027989,0.034422,0.034608,0.027882,4.73B,-19.17%
2021-01-22,0.031326,0.027873,0.032094,0.026473,3.14B,11.92%
2021-01-23,0.030046,0.031285,0.031615,0.0297,1.64B,-4.09%
2021-01-24,0.030623,0.030068,0.031698,0.030068,1.56B,1.92%
2021-01-25,0.029758,0.030684,0.031703,0.029758,1.78B,-2.82%
2021-01-26,0.029456,0.029699,0.029802,0.02851,1.39B,-1.01%
2021-01-27,0.026424,0.029397,0.029397,0.026424,1.88B,-10.29%
2021-01-28,0.0274,0.026318,0.028444,0.026318,1.55B,3.69%
2021-01-29,0.027849,0.02737,0.029263,0.02737,2.69B,1.64%
2021-01-30,0.026857,0.027891,0.027891,0.026857,1.49B,-3.56%
2021-01-31,0.025411,0.026808,0.02716,0.025101,1.68B,-5.38%
2021-02-01,0.029383,0.025375,0.029383,0.025061,3.16B,15.63%
